# 4-bit Tensor ISA Binary Microcode Dump
# Format: ADDRESS: OPCODE | BINARY
# From Ahmad Ali Parr — SNAPKITTYWEST Sovereign Stack
# Addresses 0000-031F: Base ISA microcode
# Addresses 0320-055F: Systolic-specialized microcode
# Addresses 0800+: Extended WS/OS/TC microcode

002A: 002A002A | 00000000001010100000000000101010
002B: 002B002B | 00000000001010110000000000101011
002C: 002C002C | 00000000001011000000000000101100
002D: 002D002D | 00000000001011010000000000101101
002E: 002E002E | 00000000001011100000000000101110
002F: 002F002F | 00000000001011110000000000101111
0030: 00300030 | 00000000001100000000000000110000
0031: 00310031 | 00000000001100010000000000110001
0032: 00320032 | 00000000001100100000000000110010
0033: 00330033 | 00000000001100110000000000110011
0034: 00340034 | 00000000001101000000000000110100
0035: 00350035 | 00000000001101010000000000110101
0036: 00360036 | 00000000001101100000000000110110
0037: 00370037 | 00000000001101110000000000110111
0038: 00380038 | 00000000001110000000000000111000
0039: 00390039 | 00000000001110010000000000111001
003A: 003A003A | 00000000001110100000000000111010
003B: 003B003B | 00000000001110110000000000111011
003C: 003C003C | 00000000001111000000000000111100
003D: 003D003D | 00000000001111010000000000111101
003E: 003E003E | 00000000001111100000000000111110
003F: 003F003F | 00000000001111110000000000111111
0040: 00400040 | 00000000010000000000000001000000
0041: 00410041 | 00000000010000010000000001000001
0042: 00420042 | 00000000010000100000000001000010
0043: 00430043 | 00000000010000110000000001000011
0044: 00440044 | 00000000010001000000000001000100
0045: 00450045 | 00000000010001010000000001000101
0046: 00460046 | 00000000010001100000000001000110
0047: 00470047 | 00000000010001110000000001000111
0048: 00480048 | 00000000010010000000000001001000
0049: 00490049 | 00000000010010010000000001001001
004A: 004A004A | 00000000010010100000000001001010
004B: 004B004B | 00000000010010110000000001001011
004C: 004C004C | 00000000010011000000000001001100
004D: 004D004D | 00000000010011010000000001001101
004E: 004E004E | 00000000010011100000000001001110
004F: 004F004F | 00000000010011110000000001001111
0050: 00500050 | 00000000010100000000000001010000
0051: 00510051 | 00000000010100010000000001010001
0052: 00520052 | 00000000010100100000000001010010
0053: 00530053 | 00000000010100110000000001010011
0054: 00540054 | 00000000010101000000000001010100
0055: 00550055 | 00000000010101010000000001010101
0056: 00560056 | 00000000010101100000000001010110
0057: 00570057 | 00000000010101110000000001010111
0058: 00580058 | 00000000010110000000000001011000
0059: 00590059 | 00000000010110010000000001011001
005A: 005A005A | 00000000010110100000000001011010
005B: 005B005B | 00000000010110110000000001011011
005C: 005C005C | 00000000010111000000000001011100
005D: 005D005D | 00000000010111010000000001011101
005E: 005E005E | 00000000010111100000000001011110
005F: 005F005F | 00000000010111110000000001011111
0060: 00600060 | 00000000011000000000000001100000
0061: 00610061 | 00000000011000010000000001100001
0062: 00620062 | 00000000011000100000000001100010
0063: 00630063 | 00000000011000110000000001100011
0064: 00640064 | 00000000011001000000000001100100
0065: 00650065 | 00000000011001010000000001100101
0066: 00660066 | 00000000011001100000000001100110
0067: 00670067 | 00000000011001110000000001100111
0068: 00680068 | 00000000011010000000000001101000
0069: 00690069 | 00000000011010010000000001101001
006A: 006A006A | 00000000011010100000000001101010
006B: 006B006B | 00000000011010110000000001101011
006C: 006C006C | 00000000011011000000000001101100
006D: 006D006D | 00000000011011010000000001101101
006E: 006E006E | 00000000011011100000000001101110
006F: 006F006F | 00000000011011110000000001101111
0070: 00700070 | 00000000011100000000000001110000
0071: 00710071 | 00000000011100010000000001110001
0072: 00720072 | 00000000011100100000000001110010
0073: 00730073 | 00000000011100110000000001110011
0074: 00740074 | 00000000011101000000000001110100
0075: 00750075 | 00000000011101010000000001110101
0076: 00760076 | 00000000011101100000000001110110
0077: 00770077 | 00000000011101110000000001110111
0078: 00780078 | 00000000011110000000000001111000
0079: 00790079 | 00000000011110010000000001111001
007A: 007A007A | 00000000011110100000000001111010
007B: 007B007B | 00000000011110110000000001111011
007C: 007C007C | 00000000011111000000000001111100
007D: 007D007D | 00000000011111010000000001111101
007E: 007E007E | 00000000011111100000000001111110
007F: 007F007F | 00000000011111110000000001111111
0080: 00800080 | 00000000100000000000000010000000
0081: 00810081 | 00000000100000010000000010000001
0082: 00820082 | 00000000100000100000000010000010
0083: 00830083 | 00000000100000110000000010000011
0084: 00840084 | 00000000100001000000000010000100
0085: 00850085 | 00000000100001010000000010000101
0086: 00860086 | 00000000100001100000000010000110
0087: 00870087 | 00000000100001110000000010000111
0088: 00880088 | 00000000100010000000000010001000
0089: 00890089 | 00000000100010010000000010001001
008A: 008A008A | 00000000100010100000000010001010
008B: 008B008B | 00000000100010110000000010001011
008C: 008C008C | 00000000100011000000000010001100
008D: 008D008D | 00000000100011010000000010001101
008E: 008E008E | 00000000100011100000000010001110
008F: 008F008F | 00000000100011110000000010001111
0090: 00900090 | 00000000100100000000000010010000
0091: 00910091 | 00000000100100010000000010010001
0092: 00920092 | 00000000100100100000000010010010
0093: 00930093 | 00000000100100110000000010010011
0094: 00940094 | 00000000100101000000000010010100
0095: 00950095 | 00000000100101010000000010010101
0096: 00960096 | 00000000100101100000000010010110
0097: 00970097 | 00000000100101110000000010010111
0098: 00980098 | 00000000100110000000000010011000
0099: 00990099 | 00000000100110010000000010011001
009A: 009A009A | 00000000100110100000000010011010
009B: 009B009B | 00000000100110110000000010011011
009C: 009C009C | 00000000100111000000000010011100
009D: 009D009D | 00000000100111010000000010011101
009E: 009E009E | 00000000100111100000000010011110
009F: 009F009F | 00000000100111110000000010011111
00A0: 00A000A0 | 00000000101000000000000010100000
00A1: 00A100A1 | 00000000101000010000000010100001
00A2: 00A200A2 | 00000000101000100000000010100010
00A3: 00A300A3 | 00000000101000110000000010100011
00A4: 00A400A4 | 00000000101001000000000010100100
00A5: 00A500A5 | 00000000101001010000000010100101
00A6: 00A600A6 | 00000000101001100000000010100110
00A7: 00A700A7 | 00000000101001110000000010100111
00A8: 00A800A8 | 00000000101010000000000010101000
00A9: 00A900A9 | 00000000101010010000000010101001
00AA: 00AA00AA | 00000000101010100000000010101010
00AB: 00AB00AB | 00000000101010110000000010101011
00AC: 00AC00AC | 00000000101011000000000010101100
00AD: 00AD00AD | 00000000101011010000000010101101
00AE: 00AE00AE | 00000000101011100000000010101110
00AF: 00AF00AF | 00000000101011110000000010101111
00B0: 00B000B0 | 00000000101100000000000010110000
00B1: 00B100B1 | 00000000101100010000000010110001
00B2: 00B200B2 | 00000000101100100000000010110010
00B3: 00B300B3 | 00000000101100110000000010110011
00B4: 00B400B4 | 00000000101101000000000010110100
00B5: 00B500B5 | 00000000101101010000000010110101
00B6: 00B600B6 | 00000000101101100000000010110110
00B7: 00B700B7 | 00000000101101110000000010110111
00B8: 00B800B8 | 00000000101110000000000010111000
00B9: 00B900B9 | 00000000101110010000000010111001
00BA: 00BA00BA | 00000000101110100000000010111010
00BB: 00BB00BB | 00000000101110110000000010111011
00BC: 00BC00BC | 00000000101111000000000010111100
00BD: 00BD00BD | 00000000101111010000000010111101
00BE: 00BE00BE | 00000000101111100000000010111110
00BF: 00BF00BF | 00000000101111110000000010111111
00C0: 00C000C0 | 00000000110000000000000011000000
00C1: 00C100C1 | 00000000110000010000000011000001
00C2: 00C200C2 | 00000000110000100000000011000010
00C3: 00C300C3 | 00000000110000110000000011000011
00C4: 00C400C4 | 00000000110001000000000011000100
00C5: 00C500C5 | 00000000110001010000000011000101
00C6: 00C600C6 | 00000000110001100000000011000110
00C7: 00C700C7 | 00000000110001110000000011000111
00C8: 00C800C8 | 00000000110010000000000011001000
00C9: 00C900C9 | 00000000110010010000000011001001
00CA: 00CA00CA | 00000000110010100000000011001010
00CB: 00CB00CB | 00000000110010110000000011001011
00CC: 00CC00CC | 00000000110011000000000011001100
00CD: 00CD00CD | 00000000110011010000000011001101
00CE: 00CE00CE | 00000000110011100000000011001110
00CF: 00CF00CF | 00000000110011110000000011001111
00D0: 00D000D0 | 00000000110100000000000011010000
00D1: 00D100D1 | 00000000110100010000000011010001
00D2: 00D200D2 | 00000000110100100000000011010010
00D3: 00D300D3 | 00000000110100110000000011010011
00D4: 00D400D4 | 00000000110101000000000011010100
00D5: 00D500D5 | 00000000110101010000000011010101
00D6: 00D600D6 | 00000000110101100000000011010110
00D7: 00D700D7 | 00000000110101110000000011010111
00D8: 00D800D8 | 00000000110110000000000011011000
00D9: 00D900D9 | 00000000110110010000000011011001
00DA: 00DA00DA | 00000000110110100000000011011010
00DB: 00DB00DB | 00000000110110110000000011011011
00DC: 00DC00DC | 00000000110111000000000011011100
00DD: 00DD00DD | 00000000110111010000000011011101
00DE: 00DE00DE | 00000000110111100000000011011110
00DF: 00DF00DF | 00000000110111110000000011011111
00E0: 00E000E0 | 00000000111000000000000011100000
00E1: 00E100E1 | 00000000111000010000000011100001
00E2: 00E200E2 | 00000000111000100000000011100010
00E3: 00E300E3 | 00000000111000110000000011100011
00E4: 00E400E4 | 00000000111001000000000011100100
00E5: 00E500E5 | 00000000111001010000000011100101
00E6: 00E600E6 | 00000000111001100000000011100110
00E7: 00E700E7 | 00000000111001110000000011100111
00E8: 00E800E8 | 00000000111010000000000011101000
00E9: 00E900E9 | 00000000111010010000000011101001
00EA: 00EA00EA | 00000000111010100000000011101010
00EB: 00EB00EB | 00000000111010110000000011101011
00EC: 00EC00EC | 00000000111011000000000011101100
00ED: 00ED00ED | 00000000111011010000000011101101
00EE: 00EE00EE | 00000000111011100000000011101110
00EF: 00EF00EF | 00000000111011110000000011101111
00F0: 00F000F0 | 00000000111100000000000011110000
00F1: 00F100F1 | 00000000111100010000000011110001
00F2: 00F200F2 | 00000000111100100000000011110010
00F3: 00F300F3 | 00000000111100110000000011110011
00F4: 00F400F4 | 00000000111101000000000011110100
00F5: 00F500F5 | 00000000111101010000000011110101
00F6: 00F600F6 | 00000000111101100000000011110110
00F7: 00F700F7 | 00000000111101110000000011110111
00F8: 00F800F8 | 00000000111110000000000011111000
00F9: 00F900F9 | 00000000111110010000000011111001
00FA: 00FA00FA | 00000000111110100000000011111010
00FB: 00FB00FB | 00000000111110110000000011111011
00FC: 00FC00FC | 00000000111111000000000011111100
00FD: 00FD00FD | 00000000111111010000000011111101
00FE: 00FE00FE | 00000000111111100000000011111110
00FF: 00FF00FF | 00000000111111110000000011111111
0100: 01000100 | 00000001000000000000000100000000
0101: 01010101 | 00000001000000010000000100000001
0102: 01020102 | 00000001000000100000000100000010
0103: 01030103 | 00000001000000110000000100000011
0104: 01040104 | 00000001000001000000000100000100
0105: 01050105 | 00000001000001010000000100000101
0106: 01060106 | 00000001000001100000000100000110
0107: 01070107 | 00000001000001110000000100000111
0108: 01080108 | 00000001000010000000000100001000
0109: 01090109 | 00000001000010010000000100001001
010A: 010A010A | 00000001000010100000000100001010
010B: 010B010B | 00000001000010110000000100001011
010C: 010C010C | 00000001000011000000000100001100
010D: 010D010D | 00000001000011010000000100001101
010E: 010E010E | 00000001000011100000000100001110
010F: 010F010F | 00000001000011110000000100001111
0110: 01100110 | 00000001000100000000000100010000
0111: 01110111 | 00000001000100010000000100010001
0112: 01120112 | 00000001000100100000000100010010
0113: 01130113 | 00000001000100110000000100010011
0114: 01140114 | 00000001000101000000000100010100
0115: 01150115 | 00000001000101010000000100010101
0116: 01160116 | 00000001000101100000000100010110
0117: 01170117 | 00000001000101110000000100010111
0118: 01180118 | 00000001000110000000000100011000
0119: 01190119 | 00000001000110010000000100011001
011A: 011A011A | 00000001000110100000000100011010
011B: 011B011B | 00000001000110110000000100011011
011C: 011C011C | 00000001000111000000000100011100
011D: 011D011D | 00000001000111010000000100011101
011E: 011E011E | 00000001000111100000000100011110
011F: 011F011F | 00000001000111110000000100011111
0120: 01200120 | 00000001001000000000000100100000
0121: 01210121 | 00000001001000010000000100100001
0122: 01220122 | 00000001001000100000000100100010
0123: 01230123 | 00000001001000110000000100100011
0124: 01240124 | 00000001001001000000000100100100
0125: 01250125 | 00000001001001010000000100100101
0126: 01260126 | 00000001001001100000000100100110
0127: 01270127 | 00000001001001110000000100100111
0128: 01280128 | 00000001001010000000000100101000
0129: 01290129 | 00000001001010010000000100101001
012A: 012A012A | 00000001001010100000000100101010
012B: 012B012B | 00000001001010110000000100101011
012C: 012C012C | 00000001001011000000000100101100
012D: 012D012D | 00000001001011010000000100101101
012E: 012E012E | 00000001001011100000000100101110
012F: 012F012F | 00000001001011110000000100101111
0130: 01300130 | 00000001001100000000000100110000
0131: 01310131 | 00000001001100010000000100110001
0132: 01320132 | 00000001001100100000000100110010
0133: 01330133 | 00000001001100110000000100110011
0134: 01340134 | 00000001001101000000000100110100
0135: 01350135 | 00000001001101010000000100110101
0136: 01360136 | 00000001001101100000000100110110
0137: 01370137 | 00000001001101110000000100110111
0138: 01380138 | 00000001001110000000000100111000
0139: 01390139 | 00000001001110010000000100111001
013A: 013A013A | 00000001001110100000000100111010
013B: 013B013B | 00000001001110110000000100111011
013C: 013C013C | 00000001001111000000000100111100
013D: 013D013D | 00000001001111010000000100111101
013E: 013E013E | 00000001001111100000000100111110
013F: 013F013F | 00000001001111110000000100111111
0140: 01400140 | 00000001010000000000000101000000
0141: 01410141 | 00000001010000010000000101000001
0142: 01420142 | 00000001010000100000000101000010
0143: 01430143 | 00000001010000110000000101000011
0144: 01440144 | 00000001010001000000000101000100
0145: 01450145 | 00000001010001010000000101000101
0146: 01460146 | 00000001010001100000000101000110
0147: 01470147 | 00000001010001110000000101000111
0148: 01480148 | 00000001010010000000000101001000
0149: 01490149 | 00000001010010010000000101001001
014A: 014A014A | 00000001010010100000000101001010
014B: 014B014B | 00000001010010110000000101001011
014C: 014C014C | 00000001010011000000000101001100
014D: 014D014D | 00000001010011010000000101001101
014E: 014E014E | 00000001010011100000000101001110
014F: 014F014F | 00000001010011110000000101001111
0150: 01500150 | 00000001010100000000000101010000
0151: 01510151 | 00000001010100010000000101010001
0152: 01520152 | 00000001010100100000000101010010
0153: 01530153 | 00000001010100110000000101010011
0154: 01540154 | 00000001010101000000000101010100
0155: 01550155 | 00000001010101010000000101010101
0156: 01560156 | 00000001010101100000000101010110
0157: 01570157 | 00000001010101110000000101010111
0158: 01580158 | 00000001010110000000000101011000
0159: 01590159 | 00000001010110010000000101011001
015A: 015A015A | 00000001010110100000000101011010
015B: 015B015B | 00000001010110110000000101011011
015C: 015C015C | 00000001010111000000000101011100
015D: 015D015D | 00000001010111010000000101011101
015E: 015E015E | 00000001010111100000000101011110
015F: 015F015F | 00000001010111110000000101011111
0160: 01600160 | 00000001011000000000000101100000
0161: 01610161 | 00000001011000010000000101100001
0162: 01620162 | 00000001011000100000000101100010
0163: 01630163 | 00000001011000110000000101100011
0164: 01640164 | 00000001011001000000000101100100
0165: 01650165 | 00000001011001010000000101100101
0166: 01660166 | 00000001011001100000000101100110
0167: 01670167 | 00000001011001110000000101100111
0168: 01680168 | 00000001011010000000000101101000
0169: 01690169 | 00000001011010010000000101101001
016A: 016A016A | 00000001011010100000000101101010
016B: 016B016B | 00000001011010110000000101101011
016C: 016C016C | 00000001011011000000000101101100
016D: 016D016D | 00000001011011010000000101101101
016E: 016E016E | 00000001011011100000000101101110
016F: 016F016F | 00000001011011110000000101101111
0170: 01700170 | 00000001011100000000000101110000
0171: 01710171 | 00000001011100010000000101110001
0172: 01720172 | 00000001011100100000000101110010
0173: 01730173 | 00000001011100110000000101110011
0174: 01740174 | 00000001011101000000000101110100
0175: 01750175 | 00000001011101010000000101110101
0176: 01760176 | 00000001011101100000000101110110
0177: 01770177 | 00000001011101110000000101110111
0178: 01780178 | 00000001011110000000000101111000
0179: 01790179 | 00000001011110010000000101111001
017A: 017A017A | 00000001011110100000000101111010
017B: 017B017B | 00000001011110110000000101111011
017C: 017C017C | 00000001011111000000000101111100
017D: 017D017D | 00000001011111010000000101111101
017E: 017E017E | 00000001011111100000000101111110
017F: 017F017F | 00000001011111110000000101111111
0180: 01800180 | 00000001100000000000000110000000
0181: 01810181 | 00000001100000010000000110000001
0182: 01820182 | 00000001100000100000000110000010
0183: 01830183 | 00000001100000110000000110000011
0184: 01840184 | 00000001100001000000000110000100
0185: 01850185 | 00000001100001010000000110000101
0186: 01860186 | 00000001100001100000000110000110
0187: 01870187 | 00000001100001110000000110000111
0188: 01880188 | 00000001100010000000000110001000
0189: 01890189 | 00000001100010010000000110001001
018A: 018A018A | 00000001100010100000000110001010
018B: 018B018B | 00000001100010110000000110001011
018C: 018C018C | 00000001100011000000000110001100
018D: 018D018D | 00000001100011010000000110001101
018E: 018E018E | 00000001100011100000000110001110
018F: 018F018F | 00000001100011110000000110001111
0190: 01900190 | 00000001100100000000000110010000
0191: 01910191 | 00000001100100010000000110010001
0192: 01920192 | 00000001100100100000000110010010
0193: 01930193 | 00000001100100110000000110010011
0194: 01940194 | 00000001100101000000000110010100
0195: 01950195 | 00000001100101010000000110010101
0196: 01960196 | 00000001100101100000000110010110
0197: 01970197 | 00000001100101110000000110010111
0198: 01980198 | 00000001100110000000000110011000
0199: 01990199 | 00000001100110010000000110011001
019A: 019A019A | 00000001100110100000000110011010
019B: 019B019B | 00000001100110110000000110011011
019C: 019C019C | 00000001100111000000000110011100
019D: 019D019D | 00000001100111010000000110011101
019E: 019E019E | 00000001100111100000000110011110
019F: 019F019F | 00000001100111110000000110011111
01A0: 01A001A0 | 00000001101000000000000110100000
01A1: 01A101A1 | 00000001101000010000000110100001
01A2: 01A201A2 | 00000001101000100000000110100010
01A3: 01A301A3 | 00000001101000110000000110100011
01A4: 01A401A4 | 00000001101001000000000110100100
01A5: 01A501A5 | 00000001101001010000000110100101
01A6: 01A601A6 | 00000001101001100000000110100110
01A7: 01A701A7 | 00000001101001110000000110100111
01A8: 01A801A8 | 00000001101010000000000110101000
01A9: 01A901A9 | 00000001101010010000000110101001
01AA: 01AA01AA | 00000001101010100000000110101010
01AB: 01AB01AB | 00000001101010110000000110101011
01AC: 01AC01AC | 00000001101011000000000110101100
01AD: 01AD01AD | 00000001101011010000000110101101
01AE: 01AE01AE | 00000001101011100000000110101110
01AF: 01AF01AF | 00000001101011110000000110101111
01B0: 01B001B0 | 00000001101100000000000110110000
01B1: 01B101B1 | 00000001101100010000000110110001
01B2: 01B201B2 | 00000001101100100000000110110010
01B3: 01B301B3 | 00000001101100110000000110110011
01B4: 01B401B4 | 00000001101101000000000110110100
01B5: 01B501B5 | 00000001101101010000000110110101
01B6: 01B601B6 | 00000001101101100000000110110110
01B7: 01B701B7 | 00000001101101110000000110110111
01B8: 01B801B8 | 00000001101110000000000110111000
01B9: 01B901B9 | 00000001101110010000000110111001
01BA: 01BA01BA | 00000001101110100000000110111010
01BB: 01BB01BB | 00000001101110110000000110111011
01BC: 01BC01BC | 00000001101111000000000110111100
01BD: 01BD01BD | 00000001101111010000000110111101
01BE: 01BE01BE | 00000001101111100000000110111110
01BF: 01BF01BF | 00000001101111110000000110111111
01C0: 01C001C0 | 00000001110000000000000111000000
01C1: 01C101C1 | 00000001110000010000000111000001
01C2: 01C201C2 | 00000001110000100000000111000010
01C3: 01C301C3 | 00000001110000110000000111000011
01C4: 01C401C4 | 00000001110001000000000111000100
01C5: 01C501C5 | 00000001110001010000000111000101
01C6: 01C601C6 | 00000001110001100000000111000110
01C7: 01C701C7 | 00000001110001110000000111000111
01C8: 01C801C8 | 00000001110010000000000111001000
01C9: 01C901C9 | 00000001110010010000000111001001
01CA: 01CA01CA | 00000001110010100000000111001010
01CB: 01CB01CB | 00000001110010110000000111001011
01CC: 01CC01CC | 00000001110011000000000111001100
01CD: 01CD01CD | 00000001110011010000000111001101
01CE: 01CE01CE | 00000001110011100000000111001110
01CF: 01CF01CF | 00000001110011110000000111001111
01D0: 01D001D0 | 00000001110100000000000111010000
01D1: 01D101D1 | 00000001110100010000000111010001
01D2: 01D201D2 | 00000001110100100000000111010010
01D3: 01D301D3 | 00000001110100110000000111010011
01D4: 01D401D4 | 00000001110101000000000111010100
01D5: 01D501D5 | 00000001110101010000000111010101
01D6: 01D601D6 | 00000001110101100000000111010110
01D7: 01D701D7 | 00000001110101110000000111010111
01D8: 01D801D8 | 00000001110110000000000111011000
01D9: 01D901D9 | 00000001110110010000000111011001
01DA: 01DA01DA | 00000001110110100000000111011010
01DB: 01DB01DB | 00000001110110110000000111011011
01DC: 01DC01DC | 00000001110111000000000111011100
01DD: 01DD01DD | 00000001110111010000000111011101
01DE: 01DE01DE | 00000001110111100000000111011110
01DF: 01DF01DF | 00000001110111110000000111011111
01E0: 01E001E0 | 00000001111000000000000111100000
01E1: 01E101E1 | 00000001111000010000000111100001
01E2: 01E201E2 | 00000001111000100000000111100010
01E3: 01E301E3 | 00000001111000110000000111100011
01E4: 01E401E4 | 00000001111001000000000111100100
01E5: 01E501E5 | 00000001111001010000000111100101
01E6: 01E601E6 | 00000001111001100000000111100110
01E7: 01E701E7 | 00000001111001110000000111100111
01E8: 01E801E8 | 00000001111010000000000111101000
01E9: 01E901E9 | 00000001111010010000000111101001
01EA: 01EA01EA | 00000001111010100000000111101010
01EB: 01EB01EB | 00000001111010110000000111101011
01EC: 01EC01EC | 00000001111011000000000111101100
01ED: 01ED01ED | 00000001111011010000000111101101
01EE: 01EE01EE | 00000001111011100000000111101110
01EF: 01EF01EF | 00000001111011110000000111101111
01F0: 01F001F0 | 00000001111100000000000111110000
01F1: 01F101F1 | 00000001111100010000000111110001
01F2: 01F201F2 | 00000001111100100000000111110010
01F3: 01F301F3 | 00000001111100110000000111110011
01F4: 01F401F4 | 00000001111101000000000111110100
01F5: 01F501F5 | 00000001111101010000000111110101
01F6: 01F601F6 | 00000001111101100000000111110110
01F7: 01F701F7 | 00000001111101110000000111110111
01F8: 01F801F8 | 00000001111110000000000111111000
01F9: 01F901F9 | 00000001111110010000000111111001
01FA: 01FA01FA | 00000001111110100000000111111010
01FB: 01FB01FB | 00000001111110110000000111111011
01FC: 01FC01FC | 00000001111111000000000111111100
01FD: 01FD01FD | 00000001111111010000000111111101
01FE: 01FE01FE | 00000001111111100000000111111110
01FF: 01FF01FF | 00000001111111110000000111111111
0200: 02000200 | 00000010000000000000001000000000
